Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Buyer_Aggression,Avg_Trade_Size,Taker_Price_Premium,EMA_9,EMA_21,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,ATRr_14,Return_Lag_1,Return_Lag_2,Return_Lag_3,Rolling_Vol_14,Hour,DayOfWeek,Target
2018-01-02 22:00:00,14700.0,15025.0,14685.01,14799.96,858.185273,2018-01-02 22:59:59.999,12730613.66012709,6286,463.822907,6880304.79523652,0.5404694319428154,0.13652326964683426,33.94468948210124,14364.187534313767,13975.333874772325,69.06894703557924,345.45778315281495,134.10567931662226,211.3521038361927,368.5107376682717,-0.003972612026303279,0.0012387368278155009,0.010476680384087889,0.017860944145510475,22.0,1.0,0
2018-01-02 23:00:00,14799.97,14887.08,14600.0,14675.11,764.349881,2018-01-02 23:59:59.999,11258098.90998797,5807,464.505566,6842343.90114678,0.6077132705146584,0.13162560375408988,55.270865117081485,14426.372027451016,14038.949886156657,65.12613373870758,355.4708108790419,115.29496563427935,240.17584524476254,362.69425640625235,0.007320791701832308,-0.003972612026303279,0.0012387368278155009,0.018356296931288374,23.0,1.0,1
2018-01-03 00:00:00,14690.0,14926.22,14660.0,14774.53,661.468616,2018-01-03 00:59:59.999,9782866.63347001,5517,384.029694,5679006.25938769,0.5805712995459787,0.1198964321189052,13.405277181167548,14496.003621960814,14105.82080559696,66.75369254631698,367.19576638102626,101.61593690901094,265.5798294720153,355.80323809152003,-0.008435833610361043,0.007320791701832308,-0.003972612026303279,0.0183507346675563,0.0,2.0,1
2018-01-03 01:00:00,14758.01,14853.53,14660.0,14820.0,788.317514,2018-01-03 01:59:59.999,11641162.85637754,5790,456.932296,6748906.31290853,0.5796297657798835,0.13615155682210708,-49.96432515566812,14560.802897568652,14170.746186906328,67.50073622202909,375.8246544081521,88.1958599489094,287.6287944592427,344.21229251355436,0.006774736271142112,-0.008435833610361043,0.007320791701832308,0.018085100015575173,1.0,2.0,1
2018-01-03 02:00:00,14847.97,15119.9,14744.99,15008.07,822.858852,2018-01-03 02:59:59.999,12253315.42156403,7277,465.479186,6932154.81615471,0.565685335788306,0.11307665961247766,-115.55702702528652,14650.256318054922,14246.866533551207,70.45757702271054,393.3050122139284,84.54097420374853,308.7640380101799,346.40498590544337,0.003077593669646328,0.006774736271142112,-0.008435833610361043,0.018028934053051875,2.0,2.0,0
2018-01-03 03:00:00,15008.07,15299.99,14750.0,14818.49,1031.188608,2018-01-03 03:59:59.999,15496628.91407138,8521,585.403596,8796480.57334294,0.5676978890752059,0.12101732284943081,207.86213286756174,14683.90305444394,14298.83230322837,64.12421705348326,387.39514995675563,62.90488955726062,324.490260399495,360.9467726264831,0.012690283400809799,0.003077593669646328,0.006774736271142112,0.017808623151307757,3.0,2.0,1
2018-01-03 04:00:00,14805.81,15117.56,14795.05,15019.66,781.021342,2018-01-03 04:59:59.999,11712390.94687737,6594,492.168533,7383529.78052616,0.6301601589268735,0.11844424355474674,-17.62454779411928,14751.054443555153,14364.36209384397,67.46614704928706,394.39790573866776,55.926116271338174,338.4717894673296,358.2012888674486,-0.012631870720219207,0.012690283400809799,0.003077593669646328,0.017021781673547384,4.0,2.0,0
2018-01-03 05:00:00,15031.01,15114.98,14900.0,14988.0,860.383177,2018-01-03 05:59:59.999,12936747.23457305,6034,535.034952,8045589.21607626,0.6218565940184578,0.14258919075240306,49.502103369613906,14798.443554844123,14421.056448949063,66.4175439182142,392.86424823744346,43.5139670160911,349.35028122135236,347.971196805488,0.013575607231236075,-0.012631870720219207,0.012690283400809799,0.017145231241294565,5.0,2.0,1
2018-01-03 06:00:00,14980.89,15276.13,14858.01,15242.63,908.687696,2018-01-03 06:59:59.999,13643140.03592656,8554,538.149754,8084997.84536315,0.5922274026256872,0.10622956464811784,-218.9348570247039,14887.2808438753,14495.744953590056,70.40201541277617,407.4979439474555,46.51813018088251,360.979813766573,352.98182560509593,-0.002107903907278885,0.013575607231236075,-0.012631870720219207,0.016853934379582727,6.0,2.0,0
2018-01-03 07:00:00,15242.64,15307.56,15130.24,15170.0,661.609852,2018-01-03 07:59:59.999,10067988.44384855,6666,364.130365,5541798.33024187,0.5503702278605125,0.09925140294029404,49.26997283478522,14943.82467510024,14557.040866900052,67.92637334447559,408.5253927920803,38.036463220405835,370.4889295716745,340.4345523475891,0.01698892447291156,-0.002107903907278885,0.013575607231236075,0.01711562177295701,7.0,2.0,0
2018-01-03 08:00:00,15170.0,15172.99,14900.0,15002.59,895.934758,2018-01-03 08:59:59.999,13470971.40435021,8049,553.572927,8326389.84895636,0.6178719176335383,0.1113100705677724,38.58965826092208,14955.577740080193,14597.545333545502,62.4732317994162,391.32017017414,16.664992481972433,374.65517769216757,335.6170843227613,-0.0047649257378811205,0.01698892447291156,-0.002107903907278885,0.009562678918585126,8.0,2.0,0
2018-01-03 09:00:00,15002.59,15048.0,14440.0,14519.99,1241.904776,2018-01-03 09:59:59.999,18314218.02757775,11329,637.992492,9409557.73409053,0.5137209424823083,0.10962174737399595,228.7066572179192,14868.460192064154,14590.494848677728,50.00942270024931,334.88280008687616,-31.81790208423314,366.7007021711093,355.07300687113553,-0.011035596572181894,-0.0047649257378811205,0.01698892447291156,0.012895279419570114,9.0,2.0,0
2018-01-03 10:00:00,14501.05,14855.0,14150.0,14455.55,1271.034018,2018-01-03 10:59:59.999,18262345.3566317,11121,668.274946,9607962.10528943,0.5257726674000003,0.11429134232533046,-78.2908152909713,14785.878153651325,14578.227135161571,48.61473292408027,281.708646313813,-67.99364468583707,349.7022909996501,380.0677920946258,-0.03216777903015411,-0.011035596572181894,-0.0047649257378811205,0.01291004192106819,10.0,2.0,1
2018-01-03 11:00:00,14455.55,14771.84,14200.0,14730.05,793.92939,2018-01-03 11:59:59.999,11611384.04567768,7352,476.888448,6977815.8921497,0.600668590943585,0.10798821953210011,-98.08329706635959,14774.712522921061,14592.029213783246,54.44315407002211,258.73506547949,-72.77378041612809,331.5088458956181,393.7658069450097,-0.004438019585413011,-0.03216777903015411,-0.011035596572181894,0.013968616049254898,11.0,2.0,0
2018-01-03 12:00:00,14764.73,14799.0,14400.04,14450.0,614.534955,2018-01-03 12:59:59.999,9003117.63719107,6728,341.480189,5002368.19533259,0.5556725231358076,0.09133991602259214,199.07293738375483,14709.77001833685,14579.117467075677,48.41023611055089,215.44710254115125,-92.84939468357351,308.29649722472476,394.1368207346518,0.01898924634482957,-0.004438019585413011,-0.03216777903015411,0.014700482630166259,12.0,2.0,1
2018-01-03 13:00:00,14469.0,14890.0,14401.07,14855.02,380.592932,2018-01-03 13:59:59.999,5593823.60403902,5593,215.283995,3165269.94869266,0.5656542118864152,0.06804808367602361,-152.25517675961237,14738.820014669482,14604.199515523342,56.003490360822504,211.3860819764559,-77.52833219861509,288.914414175071,400.90776211074814,-0.019012155423776544,0.01898924634482957,-0.004438019585413011,0.016515816458690838,13.0,2.0,0
2018-01-03 14:00:00,14859.98,15045.51,14758.0,14790.11,581.690557,2018-01-03 14:59:59.999,8656948.53358999,7285,283.359051,4216731.31697602,0.48713022343252516,0.07984770857927248,91.12037571868314,14749.078011735586,14621.100468657583,54.616080568728655,200.61740681065385,-70.63760589153372,271.25501270218757,392.80792195998043,0.028029065743944592,-0.019012155423776544,0.01898924634482957,0.016484491229897896,14.0,2.0,1
2018-01-03 16:00:00,15045.0,15130.0,14901.93,15010.06,477.866959,2018-01-03 16:59:59.999,7179507.4010328,6749,232.27894,3490659.70966952,0.4860744933821633,0.07080559475477849,17.818591444924095,14846.825127510778,14690.565345998002,58.192354072027605,211.88172971048334,-37.59085432919605,249.4725840396794,371.1484633226362,0.01647452250186099,-0.004369566651542756,0.028029065743944592,0.01672464576851859,16.0,2.0,0
2018-01-03 17:00:00,15011.0,15057.2,14779.83,14800.0,389.080093,2018-01-03 17:59:59.999,5820474.81681825,5293,175.837598,2630546.34177907,0.45193162324035946,0.07350842490081239,160.09028614613817,14837.460102008623,14700.513950907274,53.37978059913792,194.70829237067846,-43.811433335200746,238.5197257058792,364.45000165673366,-0.0015771160527267014,0.01647452250186099,-0.004369566651542756,0.016808449356765422,17.0,2.0,0
2018-01-03 18:00:00,14800.0,14899.86,14697.99,14749.97,430.999286,2018-01-03 18:59:59.999,6374494.9583882,6249,188.43322,2788138.33510964,0.4372007706759867,0.06897092110737718,46.4567399858679,14819.9620816069,14705.00995537025,52.27100384450159,175.04342502614963,-50.78104054378366,225.8244655699333,352.8371443955385,-0.01399461427869042,-0.0015771160527267014,0.01647452250186099,0.0163632652930929,18.0,2.0,0
2018-01-03 19:00:00,14710.0,14846.13,14671.0,14700.01,361.751015,2018-01-03 19:59:59.999,5341333.8747378,5791,206.856421,3054919.47414387,0.5718198772711115,0.062467797444310136,68.29866247980681,14795.97166528552,14704.555413972954,51.12888766800623,153.6562677046386,-57.73455829223579,211.39082599687438,340.14377693871427,-0.0033804054054054067,-0.01399461427869042,-0.0015771160527267014,0.016372480331324293,19.0,2.0,1
2018-01-03 21:00:00,14939.11,14990.0,14830.0,14926.96,191.636316,2018-01-03 21:59:59.999,2857196.34980898,3279,107.060249,1596752.86590438,0.5586636772959046,0.05844352424519671,-12.434012820760472,14842.975465782734,14743.076044605747,55.84968648893462,151.1323364561049,-38.89263856375712,190.024975019862,322.4249913400139,0.015374139201265846,-0.0033871255331365813,-0.0033804054054054067,0.016212908294132015,21.0,2.0,0
2018-01-03 22:00:00,14926.96,14949.0,14799.64,14799.91,260.659165,2018-01-03 22:59:59.999,3875952.3411435,4223,130.892065,1947360.52148238,0.5021579233555821,0.06172369524035046,77.695617134852,14834.362372626189,14748.242767823405,52.55473410408567,137.672754169962,-41.88177667992002,179.554530849882,310.06320624429867,6.364728417040943e-05,0.015374139201265846,-0.0033871255331365813,0.01610677912927969,22.0,2.0,1
2018-01-03 23:00:00,14792.32,14940.82,14710.0,14919.51,648.9242,2018-01-03 23:59:59.999,9593982.32514286,6624,527.040262,7792465.69182913,0.8121753850449713,0.09796560990338164,-134.17716364616172,14851.391898100952,14763.812516203096,55.232266328065144,135.09931785837216,-35.56417039320792,170.66348825158008,304.40297722684875,-0.008511445063160816,6.364728417040943e-05,0.015374139201265846,0.01346180179778422,23.0,2.0,0
